WORD,VALIDITY,TYPE,BLOCK,SUBBLOCK
stand,word,english,A,1
medical,word,english,A,1
cannot,word,english,A,1
instead,word,english,A,1
order,word,english,A,1
strategy,word,english,A,1
details,word,english,A,1
starting,word,english,A,1
straight,word,english,A,1
whatever,word,english,A,1
countries,word,english,A,1
features,word,english,A,1
student,word,english,A,1
started,word,english,A,1
phone,word,english,A,1
speak,word,english,A,1
drivers,word,english,A,1
children,word,english,A,1
early,word,english,A,1
month,word,english,A,1
contains,word,english,A,1
selling,word,english,A,1
includes,word,english,A,1
world,word,english,A,1
legal,word,english,A,1
rather,word,english,A,1
effort,word,english,A,1
itself,word,english,A,1
example,word,english,A,1
opinions,word,english,A,1
saying,word,english,A,1
coming,word,english,A,1
safety,word,english,A,1
provide,word,english,A,1
central,word,english,A,1
maybe,word,english,A,1
quite,word,english,A,1
night,word,english,A,1
allowed,word,english,A,1
makes,word,english,A,1
house,word,english,A,1
server,word,english,A,1
climate,word,english,A,1
issues,word,english,A,1
wrong,word,english,A,1
function,word,english,A,1
party,word,english,A,1
women,word,english,A,1
create,word,english,A,1
difficult,word,english,A,1
manager,word,english,A,1
received,word,english,A,1
ideas,word,english,A,1
gives,word,english,A,1
written,word,english,A,1
thinking,word,english,A,1
bring,word,english,A,1
death,word,english,A,1
version,word,english,A,1
trouble,word,english,A,1
auction,word,english,A,1
reason,word,english,A,1
woman,word,english,A,1
machine,word,english,A,1
mention,word,english,A,1
process,word,english,A,1
above,word,english,A,1
decided,word,english,A,1
final,word,english,A,1
family,word,english,A,1
response,word,english,A,1
sense,word,english,A,1
knowledge,word,english,A,1
terms,word,english,A,1
break,word,english,A,1
consider,word,english,A,1
perhaps,word,english,A,1
locus,word,english,A,1
lower,word,english,A,1
account,word,english,A,1
reality,word,english,A,1
response,word,english,A,1
analysis,word,english,A,1
arrival,word,english,A,1
building,word,english,A,1
driver,word,english,A,1
small,word,english,A,1
happen,word,english,A,1
start,word,english,A,1
anybody,word,english,A,1
anyway,word,english,A,1
added,word,english,A,1
while,word,english,A,1
working,word,english,A,1
window,word,english,A,1
voice,word,english,A,1
helps,word,english,A,1
perfect,word,english,A,1
below,word,english,A,1
different,word,english,A,1
growth,word,english,A,1
posts,word,english,A,1
education,word,english,A,1
meeting,word,english,A,1
factor,word,english,A,1
federal,word,english,A,1
together,word,english,A,1
evening,word,english,A,1
center,word,english,A,1
president,word,english,A,1
various,word,english,A,1
earth,word,english,A,1
error,word,english,A,1
certain,word,english,A,1
several,word,english,A,1
light,word,english,A,1
should,word,english,A,1
movie,word,english,A,1
shipping,word,english,A,1
history,word,english,A,1
program,word,english,A,1
white,word,english,A,1
better,word,english,A,1
required,word,english,A,1
action,word,english,A,1
receive,word,english,A,1
client,word,english,A,1
whole,word,english,A,1
later,word,english,A,1
leave,word,english,A,1
heard,word,english,A,1
point,word,english,A,1
statement,word,english,A,1
parts,word,english,A,1
except,word,english,A,1
artifact,word,english,A,1
official,word,english,A,1
lists,word,english,A,1
second,word,english,A,1
company,word,english,A,1
vehicle,word,english,A,1
screen,word,english,A,1
items,word,english,A,1
network,word,english,A,1
image,word,english,A,1
result,word,english,A,1
service,word,english,A,1
state,word,english,A,1
write,word,english,A,1
truth,word,english,A,1
local,word,english,A,1
situation,word,english,A,1
talking,word,english,A,1
control,word,english,A,1
members,word,english,A,1
training,word,english,A,1
wroven,non_word,english,A,2
grait,non_word,english,A,2
miself,non_word,english,A,2
femily,non_word,english,A,2
quorble,non_word,english,A,2
poast,non_word,english,A,2
triff,non_word,english,A,2
contanes,non_word,english,A,2
prangle,non_word,english,A,2
writen,non_word,english,A,2
charmet,non_word,english,A,2
takis,non_word,english,A,2
forse,non_word,english,A,2
lighht,non_word,english,A,2
repronse,non_word,english,A,2
fronker,non_word,english,A,2
driblex,non_word,english,A,2
plorfin,non_word,english,A,2
starded,non_word,english,A,2
vestern,non_word,english,A,2
murb,non_word,english,A,2
ordar,non_word,english,A,2
snorp,non_word,english,A,2
trate,non_word,english,A,2
plurnish,non_word,english,A,2
minusts,non_word,english,A,2
trutth,non_word,english,A,2
graskel,non_word,english,A,2
twisk,non_word,english,A,2
serwer,non_word,english,A,2
advanze,non_word,english,A,2
warld,non_word,english,A,2
reciese,non_word,english,A,2
cherm,non_word,english,A,2
quimpal,non_word,english,A,2
colal,non_word,english,A,2
popolar,non_word,english,A,2
chrumble,non_word,english,A,2
bluud,non_word,english,A,2
feild,non_word,english,A,2
blorp,non_word,english,A,2
cuorse,non_word,english,A,2
rulus,non_word,english,A,2
tworn,non_word,english,A,2
chrair,non_word,english,A,2
moddel,non_word,english,A,2
chindle,non_word,english,A,2
tregmur,non_word,english,A,2
snimble,non_word,english,A,2
rater,non_word,english,A,2
suport,non_word,english,A,2
wotch,non_word,english,A,2
wonan,non_word,english,A,2
tharv,non_word,english,A,2
slurn,non_word,english,A,2
slory,non_word,english,A,2
smavorn,non_word,english,A,2
notse,non_word,english,A,2
chane,non_word,english,A,2
secutiry,non_word,english,A,2
vords,non_word,english,A,2
screan,non_word,english,A,2
beelow,non_word,english,A,2
beccome,non_word,english,A,2
wheter,non_word,english,A,2
localion,non_word,english,A,2
sproon,non_word,english,A,2
tebbar,non_word,english,A,2
claggle,non_word,english,A,2
flibber,non_word,english,A,2
slindor,non_word,english,A,2
straigt,non_word,english,A,2
grack,non_word,english,A,2
cowntry,non_word,english,A,2
mentune,non_word,english,A,2
cecond,non_word,english,A,2
spleem,non_word,english,A,2
prindux,non_word,english,A,2
addid,non_word,english,A,2
morkle,non_word,english,A,2
hellps,non_word,english,A,2
errur,non_word,english,A,2
wibble,non_word,english,A,2
lelal,non_word,english,A,2
slong,non_word,english,A,2
frimble,non_word,english,A,2
adress,non_word,english,A,2
creat,non_word,english,A,2
canot,non_word,english,A,2
plaze,non_word,english,A,2
mibber,non_word,english,A,2
nohice,non_word,english,A,2
splunge,non_word,english,A,2
respend,non_word,english,A,2
frabble,non_word,english,A,2
stert,non_word,english,A,2
jindrel,non_word,english,A,2
nown,non_word,english,A,2
dorpine,non_word,english,A,2
parudy,non_word,english,A,2
evedence,non_word,english,A,2
sertain,non_word,english,A,2
sisuation,non_word,english,A,2
wargle,non_word,english,A,2
chlidren,non_word,english,A,2
clopt,non_word,english,A,2
frint,non_word,english,A,2
genurally,non_word,english,A,2
histury,non_word,english,A,2
skindle,non_word,english,A,2
troubal,non_word,english,A,2
caces,non_word,english,A,2
exsept,non_word,english,A,2
thouh,non_word,english,A,2
colus,non_word,english,A,2
setwene,non_word,english,A,2
monitar,non_word,english,A,2
concider,non_word,english,A,2
fleedon,non_word,english,A,2
sauth,non_word,english,A,2
pagis,non_word,english,A,2
trems,non_word,english,A,2
tuday,non_word,english,A,2
resune,non_word,english,A,2
sund,non_word,english,A,2
clieient,non_word,english,A,2
teath,non_word,english,A,2
ecudation,non_word,english,A,2
leve,non_word,english,A,2
briffle,non_word,english,A,2
erth,non_word,english,A,2
likelie,non_word,english,A,2
nunbers,non_word,english,A,2
squorble,non_word,english,A,2
acatly,non_word,english,A,2
vursion,non_word,english,A,2
blistow,non_word,english,A,2
trindle,non_word,english,A,2
saing,non_word,english,A,2
grench,non_word,english,A,2
macine,non_word,english,A,2
wice,non_word,english,A,2
liwing,non_word,english,A,2
privet,non_word,english,A,2
worf,non_word,english,A,2
thiking,non_word,english,A,2
togehter,non_word,english,A,2
snaffle,non_word,english,A,2
makis,non_word,english,A,2
pover,non_word,english,A,2
ponit,non_word,english,A,2
crenst,non_word,english,A,2
hapen,non_word,english,A,2
sens,non_word,english,A,2
yagya  ,word,hinglish,D,1
wajan,word,hinglish,D,1
vyakti,word,hinglish,D,1
vivaah,word,hinglish,D,1
virodhi,word,hinglish,D,1
vipaksh,word,hinglish,D,1
vikas,word,hinglish,D,1
vikalp,word,hinglish,D,1
videshi,word,hinglish,D,1
vichaar,word,hinglish,D,1
vachan,word,hinglish,D,1
uttar,word,hinglish,D,1
utsav,word,hinglish,D,1
uphaar,word,hinglish,D,1
unka,word,hinglish,D,1
ujjwal,word,hinglish,D,1
udhar  ,word,hinglish,D,1
uday,word,hinglish,D,1
thappar,word,hinglish,D,1
thand,word,hinglish,D,1
taras,word,hinglish,D,1
tanmay,word,hinglish,D,1
talaash,word,hinglish,D,1
takkar,word,hinglish,D,1
sheetal,word,hinglish,D,1
shashtra,word,hinglish,D,1
sharab,word,hinglish,D,1
shapath,word,hinglish,D,1
shanti,word,hinglish,D,1
shakkar,word,hinglish,D,1
shahar,word,hinglish,D,1
shabd,word,hinglish,D,1
shaadi,word,hinglish,D,1
sarthak,word,hinglish,D,1
sargam,word,hinglish,D,1
sardar,word,hinglish,D,1
sapna,word,hinglish,D,1
sanskar,word,hinglish,D,1
sangeet,word,hinglish,D,1
sambhav,word,hinglish,D,1
sambandh,word,hinglish,D,1
samay  ,word,hinglish,D,1
samajh  ,word,hinglish,D,1
samachar,word,hinglish,D,1
saksham  ,word,hinglish,D,1
sajjan,word,hinglish,D,1
safar  ,word,hinglish,D,1
safal  ,word,hinglish,D,1
sadak  ,word,hinglish,D,1
sachiv,word,hinglish,D,1
sabhya,word,hinglish,D,1
sabak,word,hinglish,D,1
roti,word,hinglish,D,1
raman,word,hinglish,D,1
raksha,word,hinglish,D,1
rajat,word,hinglish,D,1
rahaysa,word,hinglish,D,1
pyaas,word,hinglish,D,1
puraana,word,hinglish,D,1
prerana,word,hinglish,D,1
prayaas,word,hinglish,D,1
prakriti,word,hinglish,D,1
prakash,word,hinglish,D,1
pradesh,word,hinglish,D,1
prabhat,word,hinglish,D,1
pavan  ,word,hinglish,D,1
pathak,word,hinglish,D,1
pasand,word,hinglish,D,1
parvati,word,hinglish,D,1
parivaar,word,hinglish,D,1
param,word,hinglish,D,1
parakh,word,hinglish,D,1
palak  ,word,hinglish,D,1
paksh  ,word,hinglish,D,1
pakad,word,hinglish,D,1
pahal,word,hinglish,D,1
paani,word,hinglish,D,1
niketan,word,hinglish,D,1
nigan,word,hinglish,D,1
nibandh,word,hinglish,D,1
nazar,word,hinglish,D,1
nayak,word,hinglish,D,1
navodaya,word,hinglish,D,1
naram,word,hinglish,D,1
namak  ,word,hinglish,D,1
nagar,word,hinglish,D,1
naari,word,hinglish,D,1
mitra,word,hinglish,D,1
mithaai,word,hinglish,D,1
mausam,word,hinglish,D,1
matlab,word,hinglish,D,1
matar,word,hinglish,D,1
manzil,word,hinglish,D,1
mannat,word,hinglish,D,1
mandal,word,hinglish,D,1
maksad  ,word,hinglish,D,1
mahila,word,hinglish,D,1
mahenga,word,hinglish,D,1
mahaul,word,hinglish,D,1
mahal,word,hinglish,D,1
mahak,word,hinglish,D,1
magar,word,hinglish,D,1
madhya,word,hinglish,D,1
madad,word,hinglish,D,1
lekin,word,hinglish,D,1
latak,word,hinglish,D,1
lashkar,word,hinglish,D,1
lakshya,word,hinglish,D,1
lakshan,word,hinglish,D,1
lagbhag,word,hinglish,D,1
ladka,word,hinglish,D,1
khilaaf,word,hinglish,D,1
khattar,word,hinglish,D,1
khabar  ,word,hinglish,D,1
kambal,word,hinglish,D,1
kamar,word,hinglish,D,1
kamal,word,hinglish,D,1
kalash,word,hinglish,D,1
kalam,word,hinglish,D,1
kahar,word,hinglish,D,1
kadam  ,word,hinglish,D,1
jhalak  ,word,hinglish,D,1
jeewan,word,hinglish,D,1
jawaan,word,hinglish,D,1
jannat,word,hinglish,D,1
jagat,word,hinglish,D,1
jagah  ,word,hinglish,D,1
jaagriti,word,hinglish,D,1
ishq,word,hinglish,D,1
insaan,word,hinglish,D,1
idhar  ,word,hinglish,D,1
havan,word,hinglish,D,1
hangama,word,hinglish,D,1
haalat,word,hinglish,D,1
gulshan,word,hinglish,D,1
grahak,word,hinglish,D,1
gazal,word,hinglish,D,1
galti,word,hinglish,D,1
galat  ,word,hinglish,D,1
gagan  ,word,hinglish,D,1
eklavya,word,hinglish,D,1
doosra,word,hinglish,D,1
dono,word,hinglish,D,1
dhwaj,word,hinglish,D,1
dhanya,word,hinglish,D,1
dhakkan,word,hinglish,D,1
dhadkan,word,hinglish,D,1
dhaara,word,hinglish,D,1
dawaai,word,hinglish,D,1
dainik,word,hinglish,D,1
dahej,word,hinglish,D,1
charas  ,word,hinglish,D,1
charan,word,hinglish,D,1
chappar,word,hinglish,D,1
chappal,word,hinglish,D,1
chandan,word,hinglish,D,1
chanchal  ,word,hinglish,D,1
chaman  ,word,hinglish,D,1
chamak,word,hinglish,D,1
chakkar,word,hinglish,D,1
chahiye,word,hinglish,D,1
chadar,word,hinglish,D,1
bukhaar  ,word,hinglish,D,1
bhavya,word,hinglish,D,1
bhavan  ,word,hinglish,D,1
bhatak,word,hinglish,D,1
bharosa,word,hinglish,D,1
bhakt,word,hinglish,D,1
bhajan  ,word,hinglish,D,1
bekaar  ,word,hinglish,D,1
basant  ,word,hinglish,D,1
balidan,word,hinglish,D,1
bagal,word,hinglish,D,1
badmaash  ,word,hinglish,D,1
badan,word,hinglish,D,1
bachpan  ,word,hinglish,D,1
bachat,word,hinglish,D,1
bacchan,word,hinglish,D,1
baarish  ,word,hinglish,D,1
ashram  ,word,hinglish,D,1
asatya,word,hinglish,D,1
asar,word,hinglish,D,1
asafal,word,hinglish,D,1
asabhya,word,hinglish,D,1
apni,word,hinglish,D,1
antar,word,hinglish,D,1
andar,word,hinglish,D,1
anant,word,hinglish,D,1
anand,word,hinglish,D,1
amar,word,hinglish,D,1
alag,word,hinglish,D,1
akshay,word,hinglish,D,1
akshar  ,word,hinglish,D,1
akhand,word,hinglish,D,1
adhyapak,word,hinglish,D,1
adhoori  ,word,hinglish,D,1
adaalat,word,hinglish,D,1
abhay,word,hinglish,D,1
aatma,word,hinglish,D,1
aarambh,word,hinglish,D,1
aarakshan,word,hinglish,D,1
aajtak  ,word,hinglish,D,1
aadmi  ,word,hinglish,D,1
aadat,word,hinglish,D,1
 uttam,word,hinglish,D,1
 uplabdh,word,hinglish,D,1
 tanmay,word,hinglish,D,1
 satya,word,hinglish,D,1
 sattar,word,hinglish,D,1
 sakht,word,hinglish,D,1
 sajjan,word,hinglish,D,1
 sabhya,word,hinglish,D,1
 rahasya,word,hinglish,D,1
 patthar,word,hinglish,D,1
 mastak,word,hinglish,D,1
 marammat,word,hinglish,D,1
 mannat,word,hinglish,D,1
 madhya,word,hinglish,D,1
 macchar,word,hinglish,D,1
 kambal,word,hinglish,D,1
 jannat,word,hinglish,D,1
 izzat,word,hinglish,D,1
 dhanya,word,hinglish,D,1
 dastak,word,hinglish,D,1
 daftar,word,hinglish,D,1
 bhavya,word,hinglish,D,1
 bhakt,word,hinglish,D,1
 bandhan,word,hinglish,D,1
 bandhak,word,hinglish,D,1
 bacchan,word,hinglish,D,1
 asambhav,word,hinglish,D,1
 asabhya,word,hinglish,D,1
 anya,word,hinglish,D,1
yavaska,non_word,hinglish,D,2
yajya,non_word,hinglish,D,2
vrashti,non_word,hinglish,D,2
vimeet,non_word,hinglish,D,2
vashtrik,non_word,hinglish,D,2
vakta,non_word,hinglish,D,2
vaakas,non_word,hinglish,D,2
uzzat,non_word,hinglish,D,2
uttur,non_word,hinglish,D,2
ustav,non_word,hinglish,D,2
upyoj,non_word,hinglish,D,2
upak,non_word,hinglish,D,2
upahal,non_word,hinglish,D,2
unad,non_word,hinglish,D,2
ummat,non_word,hinglish,D,2
umath,non_word,hinglish,D,2
uljham,non_word,hinglish,D,2
ujjhal,non_word,hinglish,D,2
ujjat,non_word,hinglish,D,2
ujjala,non_word,hinglish,D,2
ugar,non_word,hinglish,D,2
ucchar,non_word,hinglish,D,2
tatneek,non_word,hinglish,D,2
tantriksh,non_word,hinglish,D,2
tanrik,non_word,hinglish,D,2
tanpav,non_word,hinglish,D,2
tanbhag,non_word,hinglish,D,2
tamrah,non_word,hinglish,D,2
tafdar,non_word,hinglish,D,2
tabhya,non_word,hinglish,D,2
suhidha,non_word,hinglish,D,2
shappar,non_word,hinglish,D,2
shakkala,non_word,hinglish,D,2
satvish,non_word,hinglish,D,2
saskham,non_word,hinglish,D,2
sarakh,non_word,hinglish,D,2
sanudaay,non_word,hinglish,D,2
sanskhat,non_word,hinglish,D,2
sandhaavana,non_word,hinglish,D,2
sanay,non_word,hinglish,D,2
sanad,non_word,hinglish,D,2
samhat,non_word,hinglish,D,2
salaf,non_word,hinglish,D,2
sakrar,non_word,hinglish,D,2
saklam,non_word,hinglish,D,2
sakab,non_word,hinglish,D,2
sajjam,non_word,hinglish,D,2
sajham,non_word,hinglish,D,2
saht,non_word,hinglish,D,2
sahak,non_word,hinglish,D,2
sadvya,non_word,hinglish,D,2
sadbhag,non_word,hinglish,D,2
sadarah,non_word,hinglish,D,2
saasish,non_word,hinglish,D,2
saajash,non_word,hinglish,D,2
saadham,non_word,hinglish,D,2
ratma,non_word,hinglish,D,2
rataj,non_word,hinglish,D,2
rastrik,non_word,hinglish,D,2
raskha,non_word,hinglish,D,2
rapam,non_word,hinglish,D,2
ranjeeti,non_word,hinglish,D,2
ranam,non_word,hinglish,D,2
rakshan,non_word,hinglish,D,2
rakash,non_word,hinglish,D,2
pyaksha,non_word,hinglish,D,2
pyahi,non_word,hinglish,D,2
pratrikik,non_word,hinglish,D,2
pratagi,non_word,hinglish,D,2
prashim,non_word,hinglish,D,2
prakeet,non_word,hinglish,D,2
praghash,non_word,hinglish,D,2
patraw,non_word,hinglish,D,2
panav,non_word,hinglish,D,2
palah,non_word,hinglish,D,2
pakal,non_word,hinglish,D,2
padmaash,non_word,hinglish,D,2
nishtri,non_word,hinglish,D,2
nashkhat,non_word,hinglish,D,2
nasant,non_word,hinglish,D,2
nasamte,non_word,hinglish,D,2
nakam,non_word,hinglish,D,2
nahenga,non_word,hinglish,D,2
nagat,non_word,hinglish,D,2
muhina,non_word,hinglish,D,2
migan,non_word,hinglish,D,2
mattat,non_word,hinglish,D,2
matsir,non_word,hinglish,D,2
matammat,non_word,hinglish,D,2
maskat,non_word,hinglish,D,2
mamtra,non_word,hinglish,D,2
mamarratam,non_word,hinglish,D,2
maltab,non_word,hinglish,D,2
majtoobi,non_word,hinglish,D,2
madhrat,non_word,hinglish,D,2
madhrak,non_word,hinglish,D,2
lashkya,non_word,hinglish,D,2
lashkman,non_word,hinglish,D,2
lakshal,non_word,hinglish,D,2
lakita,non_word,hinglish,D,2
lajat,non_word,hinglish,D,2
ladpat,non_word,hinglish,D,2
labhka,non_word,hinglish,D,2
kustap,non_word,hinglish,D,2
kulash,non_word,hinglish,D,2
khifaal,non_word,hinglish,D,2
khatvir,non_word,hinglish,D,2
khashar,non_word,hinglish,D,2
kharbar,non_word,hinglish,D,2
katsha,non_word,hinglish,D,2
katrika,non_word,hinglish,D,2
katrakaar,non_word,hinglish,D,2
kashal,non_word,hinglish,D,2
kasan,non_word,hinglish,D,2
kapak,non_word,hinglish,D,2
kanban,non_word,hinglish,D,2
kamith,non_word,hinglish,D,2
kamish,non_word,hinglish,D,2
kamam,non_word,hinglish,D,2
kamad,non_word,hinglish,D,2
kabat,non_word,hinglish,D,2
jyaan,non_word,hinglish,D,2
jigyaan,non_word,hinglish,D,2
jatmash,non_word,hinglish,D,2
jarnak,non_word,hinglish,D,2
jalnat,non_word,hinglish,D,2
jajah,non_word,hinglish,D,2
jaavnar,non_word,hinglish,D,2
iradh,non_word,hinglish,D,2
ihar,non_word,hinglish,D,2
hrudai,non_word,hinglish,D,2
hivaah,non_word,hinglish,D,2
hisarat,non_word,hinglish,D,2
hatkan,non_word,hinglish,D,2
haskat,non_word,hinglish,D,2
harkal,non_word,hinglish,D,2
harkad,non_word,hinglish,D,2
hanshik,non_word,hinglish,D,2
hanav,non_word,hinglish,D,2
hafan,non_word,hinglish,D,2
hadhyam,non_word,hinglish,D,2
haatal,non_word,hinglish,D,2
gututva,non_word,hinglish,D,2
gushlan,non_word,hinglish,D,2
goyak,non_word,hinglish,D,2
gatli,non_word,hinglish,D,2
gatat,non_word,hinglish,D,2
gantak,non_word,hinglish,D,2
ganag,non_word,hinglish,D,2
gamrah,non_word,hinglish,D,2
gamar,non_word,hinglish,D,2
galak,non_word,hinglish,D,2
gaayuk,non_word,hinglish,D,2
fasar,non_word,hinglish,D,2
duthi,non_word,hinglish,D,2
drishdhi,non_word,hinglish,D,2
dhyam,non_word,hinglish,D,2
dhavya,non_word,hinglish,D,2
dharvak,non_word,hinglish,D,2
dhakyan,non_word,hinglish,D,2
datfar,non_word,hinglish,D,2
daptar,non_word,hinglish,D,2
dakkad,non_word,hinglish,D,2
chintam,non_word,hinglish,D,2
chindan,non_word,hinglish,D,2
chasar,non_word,hinglish,D,2
chamdam,non_word,hinglish,D,2
chalhal,non_word,hinglish,D,2
chakam,non_word,hinglish,D,2
bhuktik,non_word,hinglish,D,2
bauthik,non_word,hinglish,D,2
batal,non_word,hinglish,D,2
banthak,non_word,hinglish,D,2
bandrath,non_word,hinglish,D,2
balbhan,non_word,hinglish,D,2
bajdoor,non_word,hinglish,D,2
askhar,non_word,hinglish,D,2
asalkhya,non_word,hinglish,D,2
aray,non_word,hinglish,D,2
aranth,non_word,hinglish,D,2
anuhab,non_word,hinglish,D,2
anraya,non_word,hinglish,D,2
anam,non_word,hinglish,D,2
amya,non_word,hinglish,D,2
alva,non_word,hinglish,D,2
akshan,non_word,hinglish,D,2
adhyrak,non_word,hinglish,D,2
aarakan,non_word,hinglish,D,2
aapasav,non_word,hinglish,D,2
aadas,non_word,hinglish,D,2
dharsan,non_word,hinglish,D,2
dhravak,non_word,hinglish,D,2
dhanvak,non_word,hinglish,D,2
dhatvan,non_word,hinglish,D,2
dakhyam,non_word,hinglish,D,2
chansar,non_word,hinglish,D,2
chamrak,non_word,hinglish,D,2
chavdak,non_word,hinglish,D,2
bhatrik,non_word,hinglish,D,2
badhvan,non_word,hinglish,D,2
banshak,non_word,hinglish,D,2
aksan,non_word,hinglish,D,2
antram,non_word,hinglish,D,2
asrath,non_word,hinglish,D,2
